vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
1.628875732421875,72,158,185,4724.972109079361,25.540389778807356

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[199,2]","[195,3]",3.414213538169861,TIP,BRANCH
2,"[195,3]","[177,33]",36.455843687057495,BRANCH,BRANCH
3,"[174,1]","[167,7]",9.071067690849304,TIP,BRANCH
4,"[167,7]","[150,25]",26.38477599620819,BRANCH,BRANCH
5,"[169,17]","[167,7]",9.828427076339722,TIP,BRANCH
6,"[258,2]","[262,7]",5.656854152679443,TIP,BRANCH
7,"[262,7]","[290,57]",63.5269113779068,BRANCH,BRANCH
8,"[252,43]","[262,7]",40.38477599620819,TIP,BRANCH
9,"[133,9]","[110,24]",28.213203072547913,BRANCH,BRANCH
10,"[133,9]","[150,25]",25.55634891986847,BRANCH,BRANCH
11,"[147,0]","[133,9]",16.313708305358887,TIP,BRANCH
12,"[82,12]","[95,12]",12.0,BRANCH,BRANCH
13,"[82,12]","[32,31]",58.11269783973694,BRANCH,BRANCH
14,"[82,12]","[70,38]",29.55634891986847,BRANCH,BRANCH
15,"[112,0]","[95,12]",20.55634891986847,TIP,BRANCH
16,"[95,12]","[98,24]",11.828427076339722,BRANCH,BRANCH
17,"[98,24]","[110,24]",11.0,BRANCH,BRANCH
18,"[98,24]","[82,40]",23.55634891986847,BRANCH,BRANCH
19,"[110,24]","[89,73]",63.041630148887634,BRANCH,BRANCH
20,"[150,25]","[177,33]",28.899494767189026,BRANCH,BRANCH
21,"[30,31]","[32,31]",1.0,BRANCH,BRANCH
22,"[30,31]","[29,53]",21.41421353816986,BRANCH,BRANCH
23,"[18,18]","[30,31]",16.55634891986847,TIP,BRANCH
24,"[32,31]","[70,38]",44.62741661071777,BRANCH,BRANCH
25,"[177,33]","[187,43]",14.313708305358887,BRANCH,BRANCH
26,"[70,38]","[82,40]",11.41421353816986,BRANCH,BRANCH
27,"[82,40]","[89,73]",34.899494767189026,BRANCH,BRANCH
28,"[189,43]","[187,43]",1.0,TIP,BRANCH
29,"[187,43]","[202,75]",50.62741661071777,BRANCH,BRANCH
30,"[491,46]","[436,48]",65.5979790687561,BRANCH,BRANCH
31,"[491,50]","[491,46]",3.0,TIP,BRANCH
32,"[498,38]","[491,46]",9.485281229019165,TIP,BRANCH
33,"[434,39]","[436,48]",8.828427076339722,TIP,BRANCH
34,"[427,63]","[436,48]",17.727921843528748,TIP,BRANCH
35,"[29,53]","[9,101]",55.870057225227356,BRANCH,BRANCH
36,"[29,53]","[42,71]",21.97056245803833,BRANCH,BRANCH
37,"[290,57]","[336,102]",71.25483322143555,BRANCH,BRANCH
38,"[290,57]","[246,121]",84.15432798862457,BRANCH,BRANCH
39,"[219,19]","[206,60]",45.38477599620819,TIP,BRANCH
40,"[254,70]","[206,60]",51.14213538169861,TIP,BRANCH
41,"[206,60]","[202,75]",16.242640614509583,BRANCH,BRANCH
42,"[42,71]","[31,99]",32.14213538169861,BRANCH,BRANCH
43,"[42,71]","[70,92]",35.870057225227356,BRANCH,BRANCH
44,"[89,73]","[70,92]",28.213203072547913,BRANCH,BRANCH
45,"[211,82]","[202,75]",10.485281229019165,TIP,BRANCH
46,"[136,71]","[141,82]",12.071067690849304,TIP,BRANCH
47,"[169,79]","[141,82]",29.071067690849304,TIP,BRANCH
48,"[132,85]","[141,82]",9.242640614509583,TIP,BRANCH
49,"[70,92]","[67,101]",9.242640614509583,BRANCH,BRANCH
50,"[31,99]","[9,101]",21.82842707633972,BRANCH,BRANCH
51,"[31,99]","[60,135]",50.69848430156708,BRANCH,BRANCH
52,"[9,101]","[10,133]",31.41421353816986,BRANCH,BRANCH
53,"[43,101]","[67,101]",27.14213538169861,TIP,BRANCH
54,"[67,101]","[60,135]",36.485281229019165,BRANCH,BRANCH
55,"[311,1]","[336,102]",130.53910398483276,TIP,BRANCH
56,"[320,106]","[336,102]",16.242640614509583,TIP,BRANCH
57,"[165,115]","[93,130]",93.25483322143555,BRANCH,BRANCH
58,"[210,140]","[165,115]",54.35533845424652,TIP,BRANCH
59,"[165,115]","[102,142]",74.35533845424652,BRANCH,BRANCH
60,"[239,122]","[246,121]",6.414213538169861,TIP,BRANCH
61,"[250,129]","[246,121]",8.242640614509583,TIP,BRANCH
62,"[84,127]","[93,130]",9.242640614509583,TIP,BRANCH
63,"[93,130]","[102,142]",15.899494767189026,BRANCH,BRANCH
64,"[10,133]","[3,164]",34.31370830535889,BRANCH,BRANCH
65,"[21,142]","[10,133]",13.313708305358887,TIP,BRANCH
