vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
2.0267486572265625,105,136,224,5921.356008648872,26.43462503861104

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[78,5]","[77,8]",2.414213538169861,TIP,BRANCH
2,"[78,81]","[77,8]",81.28427076339722,TIP,BRANCH
3,"[65,20]","[77,8]",16.55634891986847,TIP,BRANCH
4,"[402,2]","[409,10]",9.899494767189026,TIP,BRANCH
5,"[409,10]","[474,22]",68.97056245803833,BRANCH,BRANCH
6,"[409,10]","[397,27]",20.55634891986847,BRANCH,BRANCH
7,"[510,46]","[474,22]",46.11269783973694,TIP,BRANCH
8,"[474,22]","[470,66]",44.65685415267944,BRANCH,BRANCH
9,"[372,51]","[397,27]",39.21320307254791,TIP,BRANCH
10,"[397,27]","[409,64]",40.97056245803833,BRANCH,BRANCH
11,"[20,34]","[10,42]",12.313708305358887,TIP,BRANCH
12,"[10,42]","[15,103]",64.55634891986847,BRANCH,BRANCH
13,"[42,0]","[10,42]",70.14213538169861,TIP,BRANCH
14,"[429,54]","[470,66]",51.94112491607666,BRANCH,BRANCH
15,"[429,54]","[415,64]",17.14213538169861,BRANCH,BRANCH
16,"[429,54]","[461,75]",39.28427076339722,BRANCH,BRANCH
17,"[409,64]","[415,64]",5.0,BRANCH,BRANCH
18,"[409,64]","[382,73]",29.313708305358887,BRANCH,BRANCH
19,"[415,64]","[418,76]",12.242640614509583,BRANCH,BRANCH
20,"[470,66]","[470,72]",5.0,BRANCH,BRANCH
21,"[322,72]","[382,73]",61.899494767189026,BRANCH,BRANCH
22,"[322,72]","[293,110]",49.5979790687561,BRANCH,BRANCH
23,"[260,48]","[322,72]",107.35533845424652,TIP,BRANCH
24,"[510,101]","[470,72]",56.28427076339722,TIP,BRANCH
25,"[470,72]","[470,74]",1.0,BRANCH,BRANCH
26,"[362,92]","[382,73]",28.79898953437805,TIP,BRANCH
27,"[470,74]","[465,76]",4.828427076339722,BRANCH,BRANCH
28,"[470,74]","[484,97]",27.38477599620819,BRANCH,BRANCH
29,"[461,75]","[465,76]",3.414213538169861,BRANCH,BRANCH
30,"[461,75]","[418,76]",46.97056245803833,BRANCH,BRANCH
31,"[418,76]","[416,96]",19.41421353816986,BRANCH,BRANCH
32,"[465,76]","[470,114]",43.62741661071777,BRANCH,BRANCH
33,"[416,96]","[470,132]",70.25483322143555,BRANCH,BRANCH
34,"[416,96]","[383,119]",42.11269783973694,BRANCH,BRANCH
35,"[484,97]","[470,114]",22.38477599620819,BRANCH,BRANCH
36,"[494,105]","[484,97]",11.899494767189026,TIP,BRANCH
37,"[8,102]","[15,103]",6.414213538169861,TIP,BRANCH
38,"[15,103]","[20,115]",12.656854152679443,BRANCH,BRANCH
39,"[291,110]","[293,110]",1.0,BRANCH,BRANCH
40,"[291,110]","[260,125]",37.97056245803833,BRANCH,BRANCH
41,"[291,110]","[279,129]",22.97056245803833,BRANCH,BRANCH
42,"[293,110]","[348,121]",59.55634891986847,BRANCH,BRANCH
43,"[470,114]","[470,132]",17.0,BRANCH,BRANCH
44,"[87,151]","[20,115]",84.66904675960541,TIP,BRANCH
45,"[2,253]","[20,115]",161.0538227558136,TIP,BRANCH
46,"[383,119]","[348,121]",40.38477599620819,BRANCH,BRANCH
47,"[383,119]","[368,142]",28.213203072547913,BRANCH,BRANCH
48,"[348,121]","[347,145]",24.242640614509583,BRANCH,BRANCH
49,"[260,125]","[251,133]",11.485281229019165,BRANCH,BRANCH
50,"[260,125]","[279,129]",19.242640614509583,BRANCH,BRANCH
51,"[284,138]","[279,129]",10.071067690849304,TIP,BRANCH
52,"[470,132]","[480,140]",14.071067690849304,BRANCH,BRANCH
53,"[509,116]","[496,132]",20.38477599620819,TIP,BRANCH
54,"[496,132]","[480,140]",18.313708305358887,BRANCH,BRANCH
55,"[509,145]","[496,132]",16.97056245803833,TIP,BRANCH
56,"[239,134]","[251,133]",11.41421353816986,TIP,BRANCH
57,"[275,157]","[251,133]",36.041630148887634,TIP,BRANCH
58,"[480,140]","[481,153]",12.41421353816986,BRANCH,BRANCH
59,"[368,142]","[347,145]",21.242640614509583,BRANCH,BRANCH
60,"[368,142]","[387,187]",51.455843687057495,BRANCH,BRANCH
61,"[347,145]","[340,150]",8.656854152679443,BRANCH,BRANCH
62,"[321,138]","[319,147]",8.828427076339722,TIP,BRANCH
63,"[319,147]","[340,150]",21.82842707633972,BRANCH,BRANCH
64,"[298,151]","[319,147]",22.071067690849304,TIP,BRANCH
65,"[315,199]","[340,150]",58.94112491607666,TIP,BRANCH
66,"[399,144]","[424,152]",28.313708305358887,TIP,BRANCH
67,"[435,149]","[424,152]",10.828427076339722,TIP,BRANCH
68,"[424,152]","[423,157]",4.0,BRANCH,BRANCH
69,"[481,153]","[449,184]",46.18376553058624,BRANCH,BRANCH
70,"[481,153]","[490,171]",20.313708305358887,BRANCH,BRANCH
71,"[423,157]","[396,185]",41.69848430156708,BRANCH,BRANCH
72,"[423,157]","[426,173]",15.828427076339722,BRANCH,BRANCH
73,"[490,171]","[462,205]",45.76955199241638,BRANCH,BRANCH
74,"[490,171]","[488,241]",98.5269113779068,BRANCH,BRANCH
75,"[426,173]","[449,184]",26.55634891986847,BRANCH,BRANCH
76,"[426,173]","[416,197]",26.727921843528748,BRANCH,BRANCH
77,"[449,184]","[449,201]",16.0,BRANCH,BRANCH
78,"[396,185]","[387,187]",8.828427076339722,BRANCH,BRANCH
79,"[396,185]","[416,197]",24.55634891986847,BRANCH,BRANCH
80,"[387,187]","[389,246]",65.21320307254791,BRANCH,BRANCH
81,"[416,197]","[421,215]",19.071067690849304,BRANCH,BRANCH
82,"[449,201]","[462,205]",13.656854152679443,BRANCH,BRANCH
83,"[449,201]","[426,215]",28.38477599620819,BRANCH,BRANCH
84,"[462,205]","[467,224]",20.071067690849304,BRANCH,BRANCH
85,"[421,215]","[426,215]",4.0,BRANCH,BRANCH
86,"[416,221]","[421,215]",7.656854152679443,TIP,BRANCH
87,"[438,231]","[426,215]",20.14213538169861,TIP,BRANCH
88,"[284,185]","[262,217]",43.041630148887634,TIP,BRANCH
89,"[230,217]","[262,217]",34.31370830535889,TIP,BRANCH
90,"[361,221]","[367,222]",5.414213538169861,TIP,BRANCH
91,"[367,222]","[375,246]",26.313708305358887,BRANCH,BRANCH
92,"[374,212]","[367,222]",11.485281229019165,TIP,BRANCH
93,"[467,224]","[471,224]",3.0,BRANCH,BRANCH
94,"[459,230]","[467,224]",9.071067690849304,TIP,BRANCH
95,"[471,224]","[480,239]",17.727921843528748,BRANCH,BRANCH
96,"[491,202]","[471,224]",28.870057225227356,TIP,BRANCH
97,"[480,239]","[488,241]",7.828427076339722,BRANCH,BRANCH
98,"[480,239]","[447,245]",46.94112491607666,BRANCH,BRANCH
99,"[481,271]","[488,241]",33.14213538169861,TIP,BRANCH
