vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
1.59759521484375,53,155,157,4649.63401556015,29.615503283822612

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[135,3]","[186,13]",59.79898953437805,BRANCH,BRANCH
2,"[135,3]","[122,8]",14.656854152679443,BRANCH,BRANCH
3,"[132,0]","[135,3]",2.8284270763397217,TIP,BRANCH
4,"[226,1]","[216,6]",11.071067690849304,TIP,BRANCH
5,"[214,5]","[216,6]",1.4142135381698608,TIP,BRANCH
6,"[213,24]","[216,6]",18.242640614509583,TIP,BRANCH
7,"[372,1]","[450,6]",84.04163014888763,TIP,BRANCH
8,"[489,34]","[450,6]",53.11269783973694,TIP,BRANCH
9,"[458,0]","[450,6]",9.071067690849304,TIP,BRANCH
10,"[235,21]","[239,7]",14.656854152679443,TIP,BRANCH
11,"[235,3]","[239,7]",4.2426406145095825,TIP,BRANCH
12,"[253,0]","[239,7]",15.485281229019165,TIP,BRANCH
13,"[122,5]","[122,8]",2.414213538169861,TIP,BRANCH
14,"[122,8]","[101,29]",32.38477599620819,BRANCH,BRANCH
15,"[187,4]","[186,13]",8.41421353816986,TIP,BRANCH
16,"[188,20]","[186,13]",6.414213538169861,TIP,BRANCH
17,"[61,23]","[34,75]",70.97056245803833,BRANCH,BRANCH
18,"[81,48]","[61,23]",32.28427076339722,TIP,BRANCH
19,"[61,23]","[101,29]",42.72792184352875,BRANCH,BRANCH
20,"[101,29]","[103,47]",17.82842707633972,BRANCH,BRANCH
21,"[129,55]","[103,47]",28.899494767189026,TIP,BRANCH
22,"[103,47]","[95,72]",27.899494767189026,BRANCH,BRANCH
23,"[336,58]","[329,60]",6.828427076339722,TIP,BRANCH
24,"[328,73]","[329,60]",12.41421353816986,TIP,BRANCH
25,"[302,91]","[329,60]",86.42640614509583,TIP,BRANCH
26,"[281,59]","[279,64]",4.828427076339722,TIP,BRANCH
27,"[279,64]","[226,80]",70.42640614509583,BRANCH,BRANCH
28,"[283,69]","[279,64]",5.2426406145095825,TIP,BRANCH
29,"[95,72]","[89,75]",6.2426406145095825,BRANCH,BRANCH
30,"[95,72]","[121,79]",27.485281229019165,BRANCH,BRANCH
31,"[34,75]","[62,84]",30.727921843528748,BRANCH,BRANCH
32,"[34,75]","[17,120]",51.62741661071777,BRANCH,BRANCH
33,"[89,75]","[62,84]",29.727921843528748,BRANCH,BRANCH
34,"[89,75]","[85,106]",38.455843687057495,BRANCH,BRANCH
35,"[121,79]","[136,84]",16.071067690849304,BRANCH,BRANCH
36,"[121,79]","[114,107]",30.313708305358887,BRANCH,BRANCH
37,"[283,16]","[165,80]",147.02438521385193,TIP,BRANCH
38,"[165,80]","[136,84]",29.656854152679443,BRANCH,BRANCH
39,"[165,85]","[165,80]",4.0,TIP,BRANCH
40,"[225,75]","[226,80]",4.414213538169861,TIP,BRANCH
41,"[226,80]","[196,144]",76.5979790687561,BRANCH,BRANCH
42,"[472,93]","[418,81]",73.28427076339722,TIP,BRANCH
43,"[412,72]","[418,81]",11.071067690849304,TIP,BRANCH
44,"[428,105]","[418,81]",27.14213538169861,TIP,BRANCH
45,"[62,84]","[62,88]",3.0,BRANCH,BRANCH
46,"[136,84]","[114,107]",35.79898953437805,BRANCH,BRANCH
47,"[62,88]","[75,104]",20.97056245803833,BRANCH,BRANCH
48,"[62,88]","[43,125]",44.455843687057495,BRANCH,BRANCH
49,"[75,104]","[59,137]",39.21320307254791,BRANCH,BRANCH
50,"[75,104]","[85,106]",9.41421353816986,BRANCH,BRANCH
51,"[85,106]","[98,123]",22.727921843528748,BRANCH,BRANCH
52,"[114,107]","[98,123]",23.97056245803833,BRANCH,BRANCH
53,"[17,120]","[43,125]",27.071067690849304,BRANCH,BRANCH
54,"[17,120]","[20,161]",49.899494767189026,BRANCH,BRANCH
55,"[98,123]","[82,161]",45.97056245803833,BRANCH,BRANCH
56,"[43,125]","[53,137]",15.142135381698608,BRANCH,BRANCH
57,"[53,137]","[59,137]",5.0,BRANCH,BRANCH
58,"[53,137]","[20,161]",44.455843687057495,BRANCH,BRANCH
59,"[59,137]","[82,161]",32.11269783973694,BRANCH,BRANCH
60,"[211,147]","[196,144]",15.242640614509583,TIP,BRANCH
61,"[190,158]","[196,144]",15.071067690849304,TIP,BRANCH
62,"[20,161]","[33,198]",41.38477599620819,BRANCH,BRANCH
63,"[82,161]","[78,171]",10.656854152679443,BRANCH,BRANCH
64,"[64,165]","[78,171]",15.485281229019165,TIP,BRANCH
65,"[88,204]","[78,171]",36.14213538169861,TIP,BRANCH
66,"[288,176]","[289,179]",2.414213538169861,TIP,BRANCH
67,"[283,182]","[289,179]",5.828427076339722,TIP,BRANCH
68,"[303,190]","[289,179]",17.727921843528748,TIP,BRANCH
69,"[39,203]","[33,198]",7.071067690849304,TIP,BRANCH
70,"[33,198]","[17,209]",19.55634891986847,BRANCH,BRANCH
71,"[3,198]","[17,209]",18.727921843528748,TIP,BRANCH
72,"[17,209]","[24,229]",21.899494767189026,BRANCH,BRANCH
73,"[24,229]","[93,242]",76.21320307254791,BRANCH,BRANCH
74,"[24,229]","[20,242]",13.242640614509583,BRANCH,BRANCH
75,"[213,234]","[199,237]",14.242640614509583,TIP,BRANCH
76,"[193,232]","[199,237]",7.071067690849304,TIP,BRANCH
77,"[199,237]","[211,293]",60.79898953437805,BRANCH,BRANCH
78,"[36,277]","[20,242]",42.38477599620819,TIP,BRANCH
79,"[3,248]","[20,242]",19.071067690849304,TIP,BRANCH
80,"[93,242]","[103,286]",71.62741661071777,BRANCH,BRANCH
81,"[80,250]","[93,242]",18.485281229019165,TIP,BRANCH
82,"[85,274]","[103,286]",21.97056245803833,TIP,BRANCH
83,"[81,305]","[103,286]",46.97056245803833,TIP,BRANCH
84,"[222,290]","[211,293]",11.242640614509583,TIP,BRANCH
85,"[193,315]","[211,293]",28.627416610717773,TIP,BRANCH
86,"[499,297]","[499,336]",50.041630148887634,TIP,BRANCH
87,"[478,317]","[499,336]",28.041630148887634,TIP,BRANCH
88,"[499,336]","[484,367]",38.041630148887634,BRANCH,BRANCH
89,"[157,336]","[156,344]",7.414213538169861,TIP,BRANCH
90,"[167,358]","[156,344]",18.14213538169861,TIP,BRANCH
91,"[148,352]","[156,344]",13.242640614509583,TIP,BRANCH
92,"[48,287]","[90,347]",81.66904675960541,TIP,BRANCH
93,"[90,347]","[60,351]",31.485281229019165,BRANCH,BRANCH
94,"[69,404]","[90,347]",68.76955199241638,TIP,BRANCH
95,"[58,341]","[60,351]",9.828427076339722,TIP,BRANCH
96,"[60,351]","[5,356]",56.899494767189026,BRANCH,BRANCH
97,"[1,345]","[5,356]",11.656854152679443,TIP,BRANCH
98,"[0,372]","[5,356]",17.071067690849304,TIP,BRANCH
99,"[511,347]","[484,367]",35.041630148887634,TIP,BRANCH
100,"[484,367]","[480,380]",13.242640614509583,BRANCH,BRANCH
101,"[510,395]","[480,380]",35.79898953437805,TIP,BRANCH
102,"[480,380]","[486,403]",29.55634891986847,BRANCH,BRANCH
103,"[486,403]","[503,416]",24.899494767189026,BRANCH,BRANCH
104,"[486,403]","[503,416]",25.313708305358887,BRANCH,BRANCH
105,"[499,473]","[503,416]",88.38477599620819,TIP,BRANCH
106,"[175,407]","[156,436]",39.62741661071777,TIP,BRANCH
107,"[165,480]","[156,436]",47.899494767189026,TIP,BRANCH
108,"[141,418]","[156,436]",23.97056245803833,TIP,BRANCH
109,"[5,505]","[7,496]",8.828427076339722,TIP,BRANCH
110,"[3,492]","[7,496]",4.2426406145095825,TIP,BRANCH
111,"[32,474]","[7,496]",35.041630148887634,TIP,BRANCH
112,"[315,11]","[308,27]",18.899494767189026,TIP,TIP
113,"[290,20]","[292,38]",19.656854152679443,TIP,TIP
114,"[159,28]","[154,38]",12.071067690849304,TIP,TIP
115,"[342,28]","[363,30]",22.656854152679443,TIP,TIP
116,"[507,30]","[497,74]",48.97056245803833,TIP,TIP
117,"[170,35]","[175,37]",5.828427076339722,TIP,TIP
118,"[347,51]","[375,53]",29.656854152679443,TIP,TIP
119,"[363,75]","[360,85]",11.242640614509583,TIP,TIP
120,"[328,82]","[325,89]",8.242640614509583,TIP,TIP
121,"[498,88]","[477,130]",54.79898953437805,TIP,TIP
122,"[351,99]","[346,103]",6.656854152679443,TIP,TIP
123,"[334,112]","[328,115]",7.2426406145095825,TIP,TIP
124,"[271,117]","[250,161]",60.79898953437805,TIP,TIP
125,"[301,118]","[317,136]",25.79898953437805,TIP,TIP
126,"[381,122]","[385,127]",6.656854152679443,TIP,TIP
