vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
0.469970703125,9,76,52,1370.0235087871552,26.346605938214523

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[116,0]","[129,5]",14.071067690849304,TIP,BRANCH
2,"[129,5]","[140,5]",12.071067690849304,BRANCH,BRANCH
3,"[129,5]","[140,5]",11.828427076339722,BRANCH,BRANCH
4,"[143,2]","[140,5]",3.8284270763397217,TIP,BRANCH
5,"[143,7]","[140,5]",2.414213538169861,TIP,BRANCH
6,"[490,1]","[481,10]",12.899494767189026,TIP,BRANCH
7,"[462,17]","[481,10]",20.899494767189026,TIP,BRANCH
8,"[481,10]","[470,90]",84.38477599620819,BRANCH,BRANCH
9,"[288,38]","[288,50]",12.656854152679443,TIP,BRANCH
10,"[270,57]","[288,50]",19.485281229019165,TIP,BRANCH
11,"[339,62]","[288,50]",55.38477599620819,TIP,BRANCH
12,"[446,94]","[470,90]",24.656854152679443,TIP,BRANCH
13,"[470,90]","[479,147]",60.14213538169861,BRANCH,BRANCH
14,"[508,141]","[479,147]",30.485281229019165,TIP,BRANCH
15,"[509,183]","[479,147]",52.69848430156708,TIP,BRANCH
16,"[250,292]","[245,303]",11.656854152679443,TIP,BRANCH
17,"[245,303]","[174,343]",86.15432798862457,BRANCH,BRANCH
18,"[249,306]","[245,303]",3.8284270763397217,TIP,BRANCH
19,"[90,323]","[92,328]",4.828427076339722,TIP,BRANCH
20,"[92,328]","[174,343]",87.21320307254791,BRANCH,BRANCH
21,"[82,332]","[92,328]",10.242640614509583,TIP,BRANCH
22,"[251,396]","[174,343]",99.1248904466629,TIP,BRANCH
23,"[12,0]","[25,106]",113.87005722522736,TIP,TIP
24,"[377,0]","[390,2]",15.485281229019165,TIP,TIP
25,"[430,2]","[427,8]",7.828427076339722,TIP,TIP
26,"[365,44]","[361,46]",4.828427076339722,TIP,TIP
27,"[65,63]","[70,63]",5.828427076339722,TIP,TIP
28,"[509,68]","[509,80]",14.485281229019165,TIP,TIP
29,"[411,75]","[416,80]",7.071067690849304,TIP,TIP
30,"[287,123]","[254,154]",56.870057225227356,TIP,TIP
31,"[379,135]","[387,135]",8.828427076339722,TIP,TIP
32,"[53,140]","[78,146]",28.313708305358887,TIP,TIP
33,"[325,143]","[333,161]",22.14213538169861,TIP,TIP
34,"[421,165]","[412,180]",18.727921843528748,TIP,TIP
35,"[462,176]","[458,186]",11.656854152679443,TIP,TIP
36,"[342,185]","[362,206]",32.79898953437805,TIP,TIP
37,"[410,185]","[390,211]",34.870057225227356,TIP,TIP
38,"[438,205]","[420,225]",28.041630148887634,TIP,TIP
39,"[267,238]","[264,243]",6.2426406145095825,TIP,TIP
40,"[406,238]","[388,255]",25.627416610717773,TIP,TIP
41,"[484,244]","[496,254]",17.313708305358887,TIP,TIP
42,"[54,290]","[52,294]",4.828427076339722,TIP,TIP
43,"[270,292]","[331,292]",79.08326029777527,TIP,TIP
44,"[315,329]","[312,333]",5.828427076339722,TIP,TIP
45,"[508,334]","[500,337]",9.242640614509583,TIP,TIP
46,"[265,343]","[268,346]",4.2426406145095825,TIP,TIP
47,"[428,355]","[413,359]",16.656854152679443,TIP,TIP
48,"[278,370]","[292,370]",17.071067690849304,TIP,TIP
49,"[393,381]","[391,394]",14.656854152679443,TIP,TIP
50,"[475,406]","[478,407]",3.414213538169861,TIP,TIP
51,"[153,443]","[158,450]",9.071067690849304,TIP,TIP
52,"[403,448]","[395,468]",24.14213538169861,TIP,TIP
