vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
1.2470245361328125,53,165,161,3574.3161313533783,22.200721312753902

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[116,0]","[113,1]",2.414213538169861,TIP,BRANCH
2,"[108,11]","[113,1]",11.071067690849304,TIP,BRANCH
3,"[109,0]","[113,1]",3.0,TIP,BRANCH
4,"[58,4]","[68,8]",35.14213538169861,BRANCH,BRANCH
5,"[63,0]","[58,4]",5.2426406145095825,TIP,BRANCH
6,"[58,4]","[68,8]",10.242640614509583,BRANCH,BRANCH
7,"[412,4]","[414,7]",2.8284270763397217,TIP,BRANCH
8,"[416,7]","[414,7]",1.0,TIP,BRANCH
9,"[406,17]","[414,7]",13.071067690849304,TIP,BRANCH
10,"[68,8]","[81,9]",12.41421353816986,BRANCH,BRANCH
11,"[84,0]","[81,9]",9.828427076339722,TIP,BRANCH
12,"[81,9]","[97,22]",21.55634891986847,BRANCH,BRANCH
13,"[32,16]","[28,17]",3.414213538169861,TIP,BRANCH
14,"[28,17]","[3,34]",37.38477599620819,BRANCH,BRANCH
15,"[28,17]","[28,28]",10.0,BRANCH,BRANCH
16,"[97,22]","[119,44]",34.21320307254791,BRANCH,BRANCH
17,"[97,22]","[93,43]",24.727921843528748,BRANCH,BRANCH
18,"[28,28]","[7,37]",23.727921843528748,BRANCH,BRANCH
19,"[28,28]","[38,40]",15.313708305358887,BRANCH,BRANCH
20,"[3,34]","[7,37]",4.2426406145095825,BRANCH,BRANCH
21,"[0,37]","[3,34]",3.8284270763397217,TIP,BRANCH
22,"[0,47]","[7,37]",11.485281229019165,TIP,BRANCH
23,"[73,39]","[38,40]",39.38477599620819,TIP,BRANCH
24,"[30,52]","[38,40]",17.82842707633972,TIP,BRANCH
25,"[93,43]","[86,79]",38.72792184352875,BRANCH,BRANCH
26,"[96,39]","[93,43]",3.8284270763397217,TIP,BRANCH
27,"[119,44]","[121,44]",1.0,BRANCH,BRANCH
28,"[113,47]","[119,44]",5.828427076339722,TIP,BRANCH
29,"[132,22]","[121,44]",39.455843687057495,TIP,BRANCH
30,"[122,64]","[121,44]",21.071067690849304,TIP,BRANCH
31,"[181,54]","[214,64]",38.72792184352875,TIP,BRANCH
32,"[217,63]","[214,64]",2.414213538169861,TIP,BRANCH
33,"[107,60]","[99,74]",16.313708305358887,TIP,BRANCH
34,"[99,74]","[86,79]",14.071067690849304,BRANCH,BRANCH
35,"[99,74]","[111,80]",13.656854152679443,BRANCH,BRANCH
36,"[86,79]","[72,105]",30.38477599620819,BRANCH,BRANCH
37,"[113,86]","[111,80]",5.828427076339722,TIP,BRANCH
38,"[115,78]","[111,80]",3.414213538169861,TIP,BRANCH
39,"[65,50]","[39,83]",49.79898953437805,TIP,BRANCH
40,"[39,83]","[13,96]",30.38477599620819,BRANCH,BRANCH
41,"[46,98]","[39,83]",16.899494767189026,TIP,BRANCH
42,"[327,80]","[328,83]",2.414213538169861,TIP,BRANCH
43,"[338,81]","[328,83]",9.828427076339722,TIP,BRANCH
44,"[328,83]","[324,103]",20.656854152679443,BRANCH,BRANCH
45,"[0,57]","[13,96]",49.870057225227356,TIP,BRANCH
46,"[38,134]","[13,96]",47.94112491607666,TIP,BRANCH
47,"[324,103]","[353,104]",28.41421353816986,BRANCH,BRANCH
48,"[324,103]","[309,111]",17.313708305358887,BRANCH,BRANCH
49,"[354,102]","[353,104]",1.0,TIP,BRANCH
50,"[417,124]","[353,104]",71.4558436870575,TIP,BRANCH
51,"[49,107]","[72,105]",23.656854152679443,TIP,BRANCH
52,"[73,107]","[72,105]",1.4142135381698608,TIP,BRANCH
53,"[293,100]","[309,111]",20.727921843528748,TIP,BRANCH
54,"[309,111]","[318,118]",12.071067690849304,BRANCH,BRANCH
55,"[134,72]","[114,115]",59.35533845424652,TIP,BRANCH
56,"[114,115]","[92,119]",22.656854152679443,BRANCH,BRANCH
57,"[123,126]","[114,115]",13.313708305358887,TIP,BRANCH
58,"[318,118]","[317,137]",18.41421353816986,BRANCH,BRANCH
59,"[329,115]","[318,118]",10.828427076339722,TIP,BRANCH
60,"[93,123]","[92,119]",3.414213538169861,TIP,BRANCH
61,"[77,117]","[92,119]",15.242640614509583,TIP,BRANCH
62,"[345,142]","[317,137]",29.071067690849304,TIP,BRANCH
63,"[302,188]","[317,137]",66.5979790687561,TIP,BRANCH
64,"[234,125]","[192,143]",48.455843687057495,TIP,BRANCH
65,"[188,143]","[192,143]",3.0,TIP,BRANCH
66,"[183,159]","[192,143]",19.899494767189026,TIP,BRANCH
67,"[45,141]","[53,144]",8.242640614509583,TIP,BRANCH
68,"[54,142]","[53,144]",1.0,TIP,BRANCH
69,"[53,144]","[56,152]",7.828427076339722,BRANCH,BRANCH
70,"[56,152]","[68,174]",27.727921843528748,BRANCH,BRANCH
71,"[56,152]","[49,158]",9.071067690849304,BRANCH,BRANCH
72,"[49,158]","[34,163]",16.071067690849304,BRANCH,BRANCH
73,"[49,158]","[44,170]",13.071067690849304,BRANCH,BRANCH
74,"[0,135]","[18,160]",31.455843687057495,TIP,BRANCH
75,"[18,160]","[34,163]",16.242640614509583,BRANCH,BRANCH
76,"[18,160]","[12,219]",62.55634891986847,BRANCH,BRANCH
77,"[34,163]","[44,170]",13.071067690849304,BRANCH,BRANCH
78,"[44,170]","[56,174]",13.242640614509583,BRANCH,BRANCH
79,"[56,174]","[68,174]",11.0,BRANCH,BRANCH
80,"[56,174]","[69,175]",22.313708305358887,BRANCH,BRANCH
81,"[68,174]","[71,175]",2.0,BRANCH,BRANCH
82,"[71,175]","[95,184]",27.313708305358887,BRANCH,BRANCH
83,"[81,172]","[71,175]",9.828427076339722,TIP,BRANCH
84,"[95,184]","[116,188]",21.656854152679443,BRANCH,BRANCH
85,"[92,193]","[95,184]",9.242640614509583,TIP,BRANCH
86,"[149,177]","[116,188]",37.14213538169861,TIP,BRANCH
87,"[116,190]","[116,188]",1.0,TIP,BRANCH
88,"[87,207]","[12,219]",102.08326029777527,TIP,BRANCH
89,"[12,219]","[9,238]",25.727921843528748,BRANCH,BRANCH
90,"[155,208]","[157,232]",25.485281229019165,TIP,BRANCH
91,"[189,230]","[157,232]",32.65685415267944,TIP,BRANCH
92,"[144,234]","[157,232]",13.656854152679443,TIP,BRANCH
93,"[28,243]","[9,238]",20.899494767189026,TIP,BRANCH
94,"[9,238]","[6,243]",5.828427076339722,BRANCH,BRANCH
95,"[0,268]","[6,243]",27.071067690849304,TIP,BRANCH
96,"[6,243]","[25,245]",20.899494767189026,BRANCH,BRANCH
97,"[83,271]","[25,245]",68.5269113779068,TIP,BRANCH
98,"[348,264]","[351,270]",6.2426406145095825,TIP,BRANCH
99,"[370,272]","[351,270]",18.82842707633972,TIP,BRANCH
100,"[350,278]","[351,270]",7.414213538169861,TIP,BRANCH
101,"[273,300]","[272,305]",4.414213538169861,TIP,BRANCH
102,"[268,305]","[272,305]",3.0,TIP,BRANCH
103,"[273,312]","[272,305]",6.828427076339722,TIP,BRANCH
104,"[109,385]","[107,387]",2.414213538169861,TIP,BRANCH
105,"[101,368]","[107,387]",24.727921843528748,TIP,BRANCH
106,"[109,392]","[107,387]",4.828427076339722,TIP,BRANCH
107,"[446,407]","[447,418]",10.41421353816986,TIP,BRANCH
108,"[453,420]","[447,418]",5.828427076339722,TIP,BRANCH
109,"[446,421]","[447,418]",2.414213538169861,TIP,BRANCH
110,"[79,418]","[68,422]",11.656854152679443,TIP,BRANCH
111,"[62,398]","[68,422]",25.071067690849304,TIP,BRANCH
112,"[29,428]","[68,422]",40.899494767189026,TIP,BRANCH
113,"[56,456]","[56,458]",1.0,TIP,BRANCH
114,"[52,468]","[56,458]",10.242640614509583,TIP,BRANCH
115,"[60,468]","[56,458]",11.656854152679443,TIP,BRANCH
116,"[310,466]","[421,478]",129.0538227558136,TIP,BRANCH
117,"[426,509]","[421,478]",32.071067690849304,TIP,BRANCH
118,"[511,395]","[421,478]",132.92387998104095,TIP,BRANCH
119,"[42,0]","[1,6]",44.071067690849304,TIP,TIP
120,"[169,0]","[271,5]",117.91168737411499,TIP,TIP
121,"[495,3]","[470,13]",30.79898953437805,TIP,TIP
122,"[317,13]","[318,30]",17.41421353816986,TIP,TIP
123,"[83,20]","[80,30]",11.242640614509583,TIP,TIP
124,"[161,41]","[145,54]",23.14213538169861,TIP,TIP
125,"[378,42]","[371,59]",21.899494767189026,TIP,TIP
126,"[239,45]","[243,81]",38.485281229019165,TIP,TIP
127,"[291,45]","[305,60]",24.55634891986847,TIP,TIP
128,"[275,59]","[268,73]",16.899494767189026,TIP,TIP
129,"[173,69]","[171,97]",29.656854152679443,TIP,TIP
130,"[491,69]","[489,89]",21.656854152679443,TIP,TIP
131,"[443,75]","[436,95]",24.656854152679443,TIP,TIP
132,"[154,90]","[147,101]",13.899494767189026,TIP,TIP
133,"[228,99]","[252,107]",27.313708305358887,TIP,TIP
134,"[269,106]","[284,108]",16.656854152679443,TIP,TIP
135,"[158,119]","[147,130]",17.313708305358887,TIP,TIP
136,"[47,122]","[49,123]",2.414213538169861,TIP,TIP
137,"[75,133]","[112,151]",50.21320307254791,TIP,TIP
138,"[511,156]","[495,175]",26.213203072547913,TIP,TIP
139,"[167,167]","[147,194]",35.28427076339722,TIP,TIP
140,"[233,188]","[221,208]",24.97056245803833,TIP,TIP
141,"[45,196]","[27,205]",24.55634891986847,TIP,TIP
142,"[111,211]","[131,230]",28.455843687057495,TIP,TIP
143,"[93,238]","[96,252]",15.242640614509583,TIP,TIP
144,"[110,258]","[104,277]",21.485281229019165,TIP,TIP
145,"[24,283]","[61,304]",69.25483322143555,TIP,TIP
146,"[263,307]","[244,311]",20.656854152679443,TIP,TIP
147,"[429,307]","[434,319]",16.071067690849304,TIP,TIP
148,"[17,308]","[19,328]",20.82842707633972,TIP,TIP
149,"[172,318]","[181,324]",14.899494767189026,TIP,TIP
150,"[378,326]","[393,327]",15.41421353816986,TIP,TIP
151,"[234,340]","[217,351]",22.727921843528748,TIP,TIP
152,"[21,343]","[40,344]",19.41421353816986,TIP,TIP
153,"[45,364]","[35,365]",13.485281229019165,TIP,TIP
154,"[183,364]","[186,375]",13.071067690849304,TIP,TIP
155,"[59,373]","[62,388]",17.071067690849304,TIP,TIP
156,"[87,380]","[74,391]",17.55634891986847,TIP,TIP
157,"[104,419]","[108,440]",22.656854152679443,TIP,TIP
158,"[10,437]","[0,456]",23.14213538169861,TIP,TIP
159,"[140,451]","[149,451]",9.0,TIP,TIP
160,"[0,480]","[13,485]",15.071067690849304,TIP,TIP
161,"[246,496]","[234,510]",19.55634891986847,TIP,TIP
