vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
1.53350830078125,56,146,158,4452.438057422638,28.179987705206567

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[218,3]","[225,11]",11.071067690849304,TIP,BRANCH
2,"[225,11]","[240,11]",14.0,BRANCH,BRANCH
3,"[225,11]","[188,66]",77.5979790687561,BRANCH,BRANCH
4,"[250,56]","[240,11]",48.97056245803833,TIP,BRANCH
5,"[253,3]","[240,11]",14.899494767189026,TIP,BRANCH
6,"[128,14]","[92,25]",39.55634891986847,BRANCH,BRANCH
7,"[144,29]","[128,14]",21.79898953437805,TIP,BRANCH
8,"[128,14]","[169,15]",52.38477599620819,BRANCH,BRANCH
9,"[196,19]","[169,15]",29.071067690849304,TIP,BRANCH
10,"[169,15]","[144,73]",67.35533845424652,BRANCH,BRANCH
11,"[277,1]","[285,16]",17.899494767189026,TIP,BRANCH
12,"[298,24]","[285,16]",15.313708305358887,TIP,BRANCH
13,"[285,16]","[299,68]",62.94112491607666,BRANCH,BRANCH
14,"[92,25]","[44,46]",56.28427076339722,BRANCH,BRANCH
15,"[92,25]","[104,65]",44.79898953437805,BRANCH,BRANCH
16,"[485,30]","[494,35]",10.656854152679443,TIP,BRANCH
17,"[509,35]","[494,35]",14.828427076339722,TIP,BRANCH
18,"[492,57]","[494,35]",22.242640614509583,TIP,BRANCH
19,"[44,46]","[68,81]",44.5269113779068,BRANCH,BRANCH
20,"[44,46]","[22,118]",84.01219260692596,BRANCH,BRANCH
21,"[104,65]","[68,81]",41.21320307254791,BRANCH,BRANCH
22,"[112,72]","[104,65]",9.485281229019165,TIP,BRANCH
23,"[195,68]","[188,66]",6.828427076339722,TIP,BRANCH
24,"[188,66]","[184,67]",3.0,BRANCH,BRANCH
25,"[179,71]","[183,67]",5.2426406145095825,TIP,BRANCH
26,"[183,67]","[183,65]",1.4142135381698608,BRANCH,PATH
27,"[299,68]","[343,116]",71.08326029777527,BRANCH,BRANCH
28,"[299,68]","[290,88]",22.313708305358887,BRANCH,BRANCH
29,"[138,69]","[144,73]",6.656854152679443,TIP,BRANCH
30,"[144,73]","[143,93]",19.41421353816986,BRANCH,BRANCH
31,"[476,44]","[444,76]",52.455843687057495,TIP,BRANCH
32,"[388,122]","[444,76]",75.81118214130402,TIP,BRANCH
33,"[450,89]","[444,76]",14.071067690849304,TIP,BRANCH
34,"[68,81]","[68,86]",4.0,BRANCH,BRANCH
35,"[127,83]","[125,84]",1.4142135381698608,TIP,BRANCH
36,"[124,87]","[125,84]",2.414213538169861,TIP,BRANCH
37,"[120,79]","[125,84]",5.656854152679443,TIP,BRANCH
38,"[68,86]","[38,118]",44.012192606925964,BRANCH,BRANCH
39,"[68,86]","[74,123]",43.041630148887634,BRANCH,BRANCH
40,"[275,98]","[290,88]",18.14213538169861,TIP,BRANCH
41,"[296,97]","[290,88]",10.071067690849304,TIP,BRANCH
42,"[143,93]","[117,125]",44.69848430156708,BRANCH,BRANCH
43,"[152,100]","[143,93]",10.485281229019165,TIP,BRANCH
44,"[232,42]","[211,95]",62.11269783973694,TIP,BRANCH
45,"[211,95]","[142,162]",116.74011445045471,BRANCH,BRANCH
46,"[212,97]","[211,95]",1.4142135381698608,TIP,BRANCH
47,"[511,82]","[495,105]",28.627416610717773,TIP,BRANCH
48,"[468,113]","[495,105]",30.485281229019165,TIP,BRANCH
49,"[499,122]","[495,105]",18.071067690849304,TIP,BRANCH
50,"[370,280]","[343,116]",188.1248904466629,TIP,BRANCH
51,"[340,117]","[343,116]",2.414213538169861,TIP,BRANCH
52,"[22,118]","[38,118]",15.0,BRANCH,BRANCH
53,"[22,118]","[15,170]",54.31370830535889,BRANCH,BRANCH
54,"[38,118]","[44,124]",8.071067690849304,BRANCH,BRANCH
55,"[74,123]","[44,124]",29.41421353816986,BRANCH,BRANCH
56,"[74,123]","[70,145]",22.656854152679443,BRANCH,BRANCH
57,"[44,124]","[48,141]",17.656854152679443,BRANCH,BRANCH
58,"[117,125]","[97,162]",47.21320307254791,BRANCH,BRANCH
59,"[117,125]","[106,163]",46.21320307254791,BRANCH,BRANCH
60,"[48,141]","[25,170]",38.11269783973694,BRANCH,BRANCH
61,"[48,141]","[70,145]",22.242640614509583,BRANCH,BRANCH
62,"[70,145]","[70,147]",1.0,BRANCH,BRANCH
63,"[70,147]","[93,162]",28.79898953437805,BRANCH,BRANCH
64,"[64,188]","[70,147]",43.071067690849304,TIP,BRANCH
65,"[93,162]","[97,162]",3.0,BRANCH,BRANCH
66,"[93,162]","[82,237]",86.42640614509583,BRANCH,BRANCH
67,"[97,162]","[106,163]",8.0,BRANCH,BRANCH
68,"[135,161]","[142,162]",6.414213538169861,TIP,BRANCH
69,"[145,183]","[142,162]",21.242640614509583,TIP,BRANCH
70,"[106,170]","[106,163]",6.414213538169861,TIP,BRANCH
71,"[15,170]","[25,170]",9.0,BRANCH,BRANCH
72,"[15,170]","[26,234]",77.42640614509583,BRANCH,BRANCH
73,"[25,170]","[32,182]",13.485281229019165,BRANCH,BRANCH
74,"[32,182]","[46,200]",26.899494767189026,BRANCH,BRANCH
75,"[26,194]","[32,182]",13.071067690849304,TIP,BRANCH
76,"[55,197]","[46,200]",9.242640614509583,TIP,BRANCH
77,"[46,200]","[26,234]",47.72792184352875,BRANCH,BRANCH
78,"[196,180]","[195,223]",44.899494767189026,TIP,BRANCH
79,"[190,223]","[195,223]",4.0,TIP,BRANCH
80,"[207,249]","[195,223]",29.97056245803833,TIP,BRANCH
81,"[26,234]","[24,244]",9.828427076339722,BRANCH,BRANCH
82,"[82,237]","[76,238]",5.414213538169861,BRANCH,BRANCH
83,"[82,237]","[98,244]",18.485281229019165,BRANCH,BRANCH
84,"[76,238]","[75,249]",10.41421353816986,BRANCH,BRANCH
85,"[57,224]","[76,238]",24.55634891986847,TIP,BRANCH
86,"[24,244]","[26,246]",133.36753106117249,BRANCH,PATH
87,"[108,242]","[98,244]",9.828427076339722,TIP,BRANCH
88,"[96,252]","[98,244]",7.828427076339722,TIP,BRANCH
89,"[57,244]","[75,249]",19.071067690849304,TIP,BRANCH
90,"[75,249]","[101,290]",52.11269783973694,BRANCH,BRANCH
91,"[255,262]","[244,282]",24.14213538169861,TIP,BRANCH
92,"[198,326]","[244,282]",70.84061968326569,TIP,BRANCH
93,"[249,286]","[244,282]",5.2426406145095825,TIP,BRANCH
94,"[120,289]","[101,290]",20.071067690849304,TIP,BRANCH
95,"[101,290]","[83,311]",27.627416610717773,BRANCH,BRANCH
96,"[77,311]","[83,311]",5.0,TIP,BRANCH
97,"[83,311]","[95,347]",39.97056245803833,BRANCH,BRANCH
98,"[2,303]","[5,346]",44.899494767189026,TIP,BRANCH
99,"[19,348]","[5,346]",13.828427076339722,TIP,BRANCH
