vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
0.6622314453125,22,103,85,1905.782956123352,22.42097595439238

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[34,6]","[34,10]",3.0,TIP,BRANCH
2,"[53,9]","[34,10]",19.242640614509583,TIP,BRANCH
3,"[34,10]","[21,23]",20.313708305358887,BRANCH,BRANCH
4,"[13,0]","[9,17]",18.242640614509583,TIP,BRANCH
5,"[7,18]","[9,17]",1.4142135381698608,TIP,BRANCH
6,"[9,17]","[21,23]",14.071067690849304,BRANCH,BRANCH
7,"[0,71]","[21,23]",55.69848430156708,TIP,BRANCH
8,"[79,0]","[72,26]",27.899494767189026,TIP,BRANCH
9,"[72,26]","[103,48]",39.69848430156708,BRANCH,BRANCH
10,"[72,26]","[68,35]",9.242640614509583,BRANCH,BRANCH
11,"[167,0]","[165,29]",29.656854152679443,TIP,BRANCH
12,"[128,15]","[165,29]",41.79898953437805,TIP,BRANCH
13,"[165,29]","[171,60]",32.485281229019165,BRANCH,BRANCH
14,"[49,33]","[68,35]",19.656854152679443,TIP,BRANCH
15,"[77,66]","[68,35]",33.72792184352875,TIP,BRANCH
16,"[385,37]","[382,38]",2.414213538169861,TIP,BRANCH
17,"[349,0]","[382,38]",57.69848430156708,TIP,BRANCH
18,"[381,46]","[382,38]",7.414213538169861,TIP,BRANCH
19,"[99,35]","[105,46]",12.485281229019165,TIP,BRANCH
20,"[105,46]","[103,48]",2.414213538169861,BRANCH,BRANCH
21,"[105,46]","[105,48]",1.0,BRANCH,BRANCH
22,"[103,48]","[105,48]",1.0,BRANCH,BRANCH
23,"[105,48]","[106,50]",1.0,BRANCH,BRANCH
24,"[125,56]","[106,50]",20.485281229019165,TIP,BRANCH
25,"[107,57]","[106,50]",6.414213538169861,TIP,BRANCH
26,"[175,58]","[171,60]",3.8284270763397217,TIP,BRANCH
27,"[171,60]","[72,92]",118.15432798862457,BRANCH,BRANCH
28,"[34,34]","[41,70]",38.72792184352875,TIP,BRANCH
29,"[55,53]","[41,70]",25.313708305358887,TIP,BRANCH
30,"[41,70]","[39,83]",17.14213538169861,BRANCH,BRANCH
31,"[40,87]","[39,83]",3.414213538169861,TIP,BRANCH
32,"[45,77]","[39,83]",7.656854152679443,TIP,BRANCH
33,"[72,90]","[72,92]",1.0,TIP,BRANCH
34,"[72,92]","[69,97]",4.828427076339722,BRANCH,BRANCH
35,"[216,92]","[213,93]",2.414213538169861,TIP,BRANCH
36,"[176,124]","[213,93]",59.28427076339722,TIP,BRANCH
37,"[201,80]","[213,93]",16.55634891986847,TIP,BRANCH
38,"[69,97]","[49,107]",23.14213538169861,BRANCH,BRANCH
39,"[93,124]","[69,97]",54.21320307254791,TIP,BRANCH
40,"[49,107]","[46,151]",45.071067690849304,BRANCH,BRANCH
41,"[47,104]","[49,107]",2.414213538169861,TIP,BRANCH
42,"[46,151]","[68,176]",34.28427076339722,BRANCH,BRANCH
43,"[8,195]","[46,151]",59.49747383594513,TIP,BRANCH
44,"[68,176]","[106,179]",38.24264061450958,BRANCH,BRANCH
45,"[65,182]","[68,176]",5.828427076339722,TIP,BRANCH
46,"[106,177]","[106,179]",1.0,TIP,BRANCH
47,"[130,207]","[106,179]",38.11269783973694,TIP,BRANCH
48,"[32,398]","[25,418]",21.899494767189026,TIP,BRANCH
49,"[1,423]","[25,418]",25.071067690849304,TIP,BRANCH
50,"[57,423]","[25,418]",34.31370830535889,TIP,BRANCH
51,"[90,1]","[94,18]",19.485281229019165,TIP,TIP
52,"[243,16]","[250,51]",38.72792184352875,TIP,TIP
53,"[299,16]","[301,21]",5.828427076339722,TIP,TIP
54,"[189,17]","[194,23]",8.071067690849304,TIP,TIP
55,"[222,18]","[220,25]",7.828427076339722,TIP,TIP
56,"[415,24]","[395,35]",24.55634891986847,TIP,TIP
57,"[25,40]","[18,74]",36.899494767189026,TIP,TIP
58,"[243,63]","[242,76]",13.41421353816986,TIP,TIP
59,"[493,79]","[489,89]",11.656854152679443,TIP,TIP
60,"[323,83]","[326,93]",11.242640614509583,TIP,TIP
61,"[263,91]","[252,129]",49.18376553058624,TIP,TIP
62,"[124,92]","[126,105]",14.656854152679443,TIP,TIP
63,"[173,94]","[164,104]",13.727921843528748,TIP,TIP
64,"[378,122]","[373,127]",7.656854152679443,TIP,TIP
65,"[277,128]","[286,138]",13.727921843528748,TIP,TIP
66,"[2,138]","[15,140]",13.828427076339722,TIP,TIP
67,"[162,151]","[148,160]",17.727921843528748,TIP,TIP
68,"[358,180]","[370,182]",13.656854152679443,TIP,TIP
69,"[199,188]","[235,192]",40.14213538169861,TIP,TIP
70,"[38,189]","[51,197]",16.313708305358887,TIP,TIP
71,"[7,204]","[0,233]",31.899494767189026,TIP,TIP
72,"[104,205]","[97,234]",31.899494767189026,TIP,TIP
73,"[21,224]","[16,265]",43.071067690849304,TIP,TIP
74,"[57,227]","[39,229]",31.79898953437805,TIP,TIP
75,"[221,252]","[222,252]",1.0,TIP,TIP
76,"[73,257]","[83,270]",17.14213538169861,TIP,TIP
77,"[3,265]","[0,273]",9.242640614509583,TIP,TIP
78,"[33,269]","[35,270]",2.414213538169861,TIP,TIP
79,"[114,281]","[97,285]",20.656854152679443,TIP,TIP
80,"[160,297]","[159,306]",10.242640614509583,TIP,TIP
81,"[262,299]","[251,302]",12.242640614509583,TIP,TIP
82,"[16,314]","[1,336]",28.213203072547913,TIP,TIP
83,"[18,340]","[18,379]",45.38477599620819,TIP,TIP
84,"[52,358]","[103,370]",57.62741661071777,TIP,TIP
85,"[139,394]","[144,413]",24.727921843528748,TIP,TIP
