vaf(%),branch points count,tip point count,vein count,total vein length,average vein length
1.895904541015625,82,185,214,5490.856446862221,25.658207695617854

id,"p1.x, p1.y","p2.x, p2.y",length,p1_type,p2_type
1,"[370,3]","[348,4]",21.41421353816986,BRANCH,BRANCH
2,"[361,24]","[370,3]",23.727921843528748,TIP,BRANCH
3,"[373,1]","[370,3]",2.414213538169861,TIP,BRANCH
4,"[335,6]","[348,4]",13.656854152679443,TIP,BRANCH
5,"[363,41]","[348,4]",43.38477599620819,TIP,BRANCH
6,"[95,6]","[141,11]",47.899494767189026,BRANCH,BRANCH
7,"[95,6]","[70,10]",28.55634891986847,BRANCH,BRANCH
8,"[95,6]","[78,23]",24.38477599620819,BRANCH,BRANCH
9,"[70,10]","[47,13]",23.242640614509583,BRANCH,BRANCH
10,"[70,10]","[78,23]",15.313708305358887,BRANCH,BRANCH
11,"[185,3]","[184,10]",6.414213538169861,TIP,BRANCH
12,"[184,10]","[141,11]",43.24264061450958,BRANCH,BRANCH
13,"[184,10]","[187,14]",3.8284270763397217,BRANCH,BRANCH
14,"[141,11]","[154,35]",41.899494767189026,BRANCH,BRANCH
15,"[47,13]","[20,14]",26.41421353816986,BRANCH,BRANCH
16,"[47,13]","[50,26]",13.242640614509583,BRANCH,BRANCH
17,"[20,14]","[20,21]",6.0,BRANCH,BRANCH
18,"[4,3]","[20,14]",19.14213538169861,TIP,BRANCH
19,"[187,14]","[201,17]",14.242640614509583,BRANCH,BRANCH
20,"[187,14]","[174,40]",32.72792184352875,BRANCH,BRANCH
21,"[208,3]","[201,17]",15.899494767189026,TIP,BRANCH
22,"[206,32]","[201,17]",16.071067690849304,TIP,BRANCH
23,"[20,21]","[14,35]",15.071067690849304,BRANCH,BRANCH
24,"[20,21]","[50,26]",35.62741661071777,BRANCH,BRANCH
25,"[78,23]","[69,40]",19.313708305358887,BRANCH,BRANCH
26,"[78,23]","[88,36]",16.313708305358887,BRANCH,BRANCH
27,"[50,26]","[69,40]",26.313708305358887,BRANCH,BRANCH
28,"[14,35]","[27,56]",25.97056245803833,BRANCH,BRANCH
29,"[14,35]","[16,69]",44.55634891986847,BRANCH,BRANCH
30,"[153,28]","[154,35]",6.414213538169861,TIP,BRANCH
31,"[154,35]","[165,35]",10.0,BRANCH,BRANCH
32,"[165,35]","[174,40]",10.656854152679443,BRANCH,BRANCH
33,"[168,32]","[165,35]",2.8284270763397217,TIP,BRANCH
34,"[88,36]","[106,47]",22.727921843528748,BRANCH,BRANCH
35,"[88,36]","[75,47]",16.14213538169861,BRANCH,BRANCH
36,"[69,40]","[75,47]",9.071067690849304,BRANCH,BRANCH
37,"[174,40]","[194,77]",46.28427076339722,BRANCH,BRANCH
38,"[75,47]","[76,68]",20.41421353816986,BRANCH,BRANCH
39,"[106,47]","[130,65]",36.55634891986847,BRANCH,BRANCH
40,"[106,47]","[121,66]",25.97056245803833,BRANCH,BRANCH
41,"[218,52]","[275,48]",61.55634891986847,TIP,BRANCH
42,"[278,70]","[275,48]",23.071067690849304,TIP,BRANCH
43,"[340,63]","[275,48]",75.69848430156708,TIP,BRANCH
44,"[27,56]","[43,71]",23.55634891986847,BRANCH,BRANCH
45,"[27,56]","[16,69]",16.14213538169861,BRANCH,BRANCH
46,"[130,65]","[137,67]",6.828427076339722,BRANCH,BRANCH
47,"[130,65]","[121,66]",8.41421353816986,BRANCH,BRANCH
48,"[121,66]","[76,68]",59.69848430156708,BRANCH,BRANCH
49,"[137,67]","[162,81]",29.79898953437805,BRANCH,BRANCH
50,"[137,67]","[129,128]",64.97056245803833,BRANCH,BRANCH
51,"[67,73]","[76,68]",10.071067690849304,TIP,BRANCH
52,"[16,69]","[16,78]",8.0,BRANCH,BRANCH
53,"[55,67]","[43,71]",13.242640614509583,TIP,BRANCH
54,"[43,71]","[38,90]",20.071067690849304,BRANCH,BRANCH
55,"[194,77]","[165,88]",32.14213538169861,BRANCH,BRANCH
56,"[212,82]","[194,77]",18.656854152679443,TIP,BRANCH
57,"[16,78]","[38,90]",25.97056245803833,BRANCH,BRANCH
58,"[16,78]","[37,106]",68.5269113779068,BRANCH,BRANCH
59,"[162,81]","[165,88]",7.2426406145095825,BRANCH,BRANCH
60,"[174,76]","[162,81]",12.656854152679443,TIP,BRANCH
61,"[162,105]","[165,88]",17.242640614509583,TIP,BRANCH
62,"[38,90]","[37,106]",15.41421353816986,BRANCH,BRANCH
63,"[37,106]","[48,116]",14.727921843528748,BRANCH,BRANCH
64,"[63,76]","[62,108]",35.55634891986847,TIP,BRANCH
65,"[62,108]","[80,109]",17.41421353816986,BRANCH,BRANCH
66,"[62,108]","[48,116]",16.485281229019165,BRANCH,BRANCH
67,"[80,109]","[118,129]",55.97056245803833,BRANCH,BRANCH
68,"[102,110]","[80,109]",24.313708305358887,TIP,BRANCH
69,"[316,110]","[315,114]",3.414213538169861,TIP,BRANCH
70,"[313,115]","[315,114]",1.4142135381698608,TIP,BRANCH
71,"[332,108]","[315,114]",18.899494767189026,TIP,BRANCH
72,"[48,116]","[56,154]",41.14213538169861,BRANCH,BRANCH
73,"[129,128]","[118,129]",10.41421353816986,BRANCH,BRANCH
74,"[129,128]","[145,169]",47.62741661071777,BRANCH,BRANCH
75,"[125,156]","[118,129]",30.55634891986847,TIP,BRANCH
76,"[7,142]","[35,158]",34.79898953437805,BRANCH,BRANCH
77,"[1,159]","[7,142]",18.485281229019165,TIP,BRANCH
78,"[3,136]","[7,142]",6.2426406145095825,TIP,BRANCH
79,"[56,154]","[35,158]",21.656854152679443,BRANCH,BRANCH
80,"[56,154]","[57,158]",3.414213538169861,BRANCH,BRANCH
81,"[35,158]","[26,192]",36.72792184352875,BRANCH,BRANCH
82,"[57,158]","[74,171]",23.727921843528748,BRANCH,BRANCH
83,"[57,158]","[57,185]",29.656854152679443,BRANCH,BRANCH
